word,sentiment
canker,0.477788496
cankered,-5.141447091
cankering,6.4
cankerous,-4.279498115
cankers,8.05786532
cankerworm,8.207769528
cankerworms,12.8
canna,-0.202810772
cannabinol,12.8
cannabis,0.948199426
cannabism,11.15294529
cannas,5.294207327
canned,-1.567162811
cannel,-1.954872107
canner,3.230150867
canneries,6.659865628
canners,3.19159975
cannery,6.975639764
cannibal,-0.752334957
cannibalism,-0.081943441
cannibalistic,0.296516066
cannibalization,0.40972458
cannibalize,-5.211939564
cannibalized,-2.022061546
cannibalizes,-4.220630878
cannibalizing,-2.475418647
cannibals,-1.021026283
cannie,-1.416550725
cannier,0.945873237
canniest,6.490624848
cannily,7.733070853
canniness,-5.73726394
canning,2.243619995
cannings,7.396632975
cannon,0.008928252
cannonade,4.000024363
cannonaded,12.8
cannonades,5.018713045
cannonading,3.529177894
cannonball,3.557647208
cannonballed,-9.963062572
cannonballing,6.545364527
cannonballs,-0.007406476
cannoned,12.8
cannoneer,10.27926843
cannoneers,9.683796764
cannoning,16.88089238
cannonry,6.4
cannons,0.763970059
cannot,-1.243549352
cannula,-0.885589393
cannulae,12.8
cannulas,-12.13591731
canny,1.840846754
canoe,3.589842462
canoed,14.30843428
canoeing,4.153624892
canoeist,2.665431948
canoeists,5.959970475
canoes,1.232520545
canon,-0.135464094
canonic,11.55569984
canonical,-0.089684385
canonically,2.547379805
canonicals,-3.982431808
canonicity,-0.329641449
canonise,0.431922112
canonist,14.26800852
canonistic,17.93654569
canonists,11.36802577
canonization,-0.367955807
canonizations,-7.781827127
canonize,-3.633003207
canonized,0.215630001
canonizes,-2.796897224
canonizing,-0.514343665
canonry,12.8
canons,0.190174332
canopied,24.46075804
canopies,-0.401447023
canopy,-0.386025411
cans,-1.721541147
canst,1.736917293
cant,-1.140172966
cantabile,8.828339075
cantaloupe,1.805743438
cantaloupes,-0.300842488
cantankerous,2.936764846
cantankerously,4.314825619
cantankerousness,3.099810532
cantata,9.860046494
cantatas,6.439253258
canted,-3.837948514
canteen,2.178005893
canteens,-0.181585542
canter,0.132297858
canterbury,3.82163069
cantered,-8.907544383
cantering,6.638334409
canters,2.89008169
cantharides,4.709673188
cantharis,12.8
canthi,12.8
canthus,2.503735195
canticle,-2.442396277
canticles,5.716130456
cantilever,1.596226049
cantilevered,-1.722023175
cantilevering,0.394037278
cantilevers,-1.096616741
cantina,-0.000900645
cantinas,-0.493937445
canting,1.974074838
cantle,6.233088915
canto,1.630030977
canton,1.905129281
cantonal,4.568637391
cantonese,-0.337123372
cantonment,8.322938886
cantonments,14.26800852
cantons,15.18613385
cantor,-0.285008986
cantors,3.823061478
cantos,0.377830856
cantrip,12.89147751
cantrips,5.771246975
cants,-3.550626485
canty,8.834158577
canvas,0.47605414
canvasback,12.12625613
canvasbacks,12.8
canvased,-3.493353993
canvaser,12.8
canvases,0.79745144
canvass,-0.653942495
canvassed,-0.576220425
canvasser,9.79161639
canvassers,1.529233924
canvasses,7.685211384
canvassing,4.860092444
canyon,0.092913864
canyons,2.29061156
canzona,9.858687933
canzonas,20.6641872
canzone,19.5235456
canzones,12.8
canzoni,7.85715771
caoutchouc,2.899830121
cap,-0.292465471
capabilities,0.050592841
capability,0.026609144
capable,-0.057872867
capableness,12.14383832
capably,1.963318273
capacious,4.526754672
capaciously,21.1034516
capaciousness,15.89601272
capacitance,-0.215463919
capacitances,11.64143709
capacitate,11.15294529
capacitated,11.77293331
capacitates,12.8
capacities,0.516749474
capacitive,-1.854785304
capacitively,-1.526722319
capacitor,-3.07229169
capacitors,-6.341704058
capacity,0.039013059
caparison,10.37774491
caparisoned,6.198408595
caparisoning,12.8
cape,0.963799468
caped,0.560189348
capelet,-0.775494215
capelets,4.279519991
caper,1.238259771
capered,-3.587663977
caperers,0
capering,-3.11786916
capers,2.202685436
capes,0.257059275
capetown,4.857441552
capework,0
capful,6.808643977
capfuls,5.458196149
capillaries,-1.928878851
capillarity,17.93654569
capillary,-2.987875593
capita,-2.04157862
capital,0.033188927
capitalism,-0.031590621
capitalist,-0.070837737
capitalistic,0.034407621
capitalistically,14.08700226
capitalists,-0.536362763
capitalization,-5.130170664
capitalizations,-3.50634366
capitalize,-7.292190257
capitalized,-2.506272293
capitalizers,6.4
capitalizes,-0.538448045
capitalizing,-6.136960567
capitally,26.36841857
capitals,-0.036200237
capitate,0.421382536
capitation,12.06265692
capitations,1.179653246
capitol,0.729097604
capitols,5.098992175
capitulary,12.8
capitulate,0.15688655
capitulated,-0.045362719
capitulates,-1.622236072
capitulating,2.358534321
capitulation,1.598634492
capitulations,6.073233737
capitulator,-2.708421855
capitulatory,12.8
capless,-5.642836929
capmakers,6.4
capon,8.261290535
capone,0.864598491
caponization,12.8
capons,-0.024772485
capos,5.712918813
capote,7.194995524
capotes,9.344925717
capped,0.642663243
cappella,7.357633428
capper,-0.232550162
cappers,9.129920818
capping,0.278202158
cappy,6.572659093
capric,-6.55258405
capriccio,7.320439219
capriccios,16.93274782
caprice,4.657213096
caprices,9.062719213
capricious,0.009194776
capriciously,-1.597474444
capriciousness,3.443503828
capricorn,2.455202799
capricorns,2.598089578
caprine,17.93654569
capriole,-6.941664597
caprioles,12.8
caps,-0.176338577
capsicum,-0.053291973
capsicums,5.054800049
capsize,0.492124946
capsized,-0.215913083
capsizes,-0.66665577
capsizing,-5.753616767
capstan,-4.564415738
capstans,8.657631609
capstone,2.437147289
capstones,9.598910555
capsular,15.36686896
capsulate,0.666116838
capsulation,-2.81632404
capsule,0.986379376
capsuled,-3.970758413
capsules,-0.337141155
captain,3.001972959
captaincies,6.574984292
captaincy,7.751925962
captained,5.589928974
captaining,7.006139539
captains,1.572904189
captainship,1.57839205
captans,6.4
caption,-3.684130213
captioned,-3.028825899
captioning,-2.729484522
captions,-1.524064728
captious,9.313847591
captiously,6.4
captiousness,12.8
captivate,2.999986215
captivated,6.348376156
captivates,12.23448609
captivating,6.328720942
captivation,3.274829597
captivator,13.89724529
captivators,12.8
captive,0.434667815
captives,0.513008457
captivities,8.508743291
captivity,2.113947619
captor,-0.216259257
captors,1.32107322
capture,1.0332856
captured,3.317037472
capturer,-0.868876986
capturers,10.9190074
captures,10.39127467
capturing,4.298364552
capuchin,6.480027897
capuchins,1.924036961
caput,-1.552647961
capybara,-3.94978817
capybaras,5.37900257
car,-0.001590235
carabao,6.045215571
carabineer,-0.552503656
caracal,0.563538385
caracals,12.8
caracas,1.638148889
caracol,8.933847351
caracole,11.18502246
caracoles,20.15036766
carafe,-4.304615376
carafes,-1.890024015
caramel,0.525151027
caramelize,1.246581955
caramelized,1.778284966
caramelizes,13.30707878
caramelizing,11.07505437
caramels,1.776966343
carapace,2.54766381
carapaces,6.446059699
carat,0.090029645
carate,3.568871352
carats,1.408888585
caravan,7.285818331
caravaning,-9.998627602
caravanned,12.8
caravans,1.900760909
caravansary,18.06999966
caravel,5.636710518
caravels,-3.720319129
caraway,0.863869362
caraways,9.000092294
carbarn,12.8
carbarns,12.8
carbide,-0.129077222
carbides,-0.872008664
carbine,1.426909558
carbineer,-13.47533377
carbineers,-4.365345731
carbines,0.079460513
carbo,-0.108867336
carbohydrate,-1.346507404
carbohydrates,-1.31061999
carbolated,-0.435415392
carbolic,8.361325226
carbon,-0.70695032
carbonaceous,-9.846862726
carbonate,-4.273289639
carbonated,-0.13139116
carbonates,2.146199009
carbonating,9.977673734
carbonation,0.13248163
carbonator,0.740186583
carbonators,12.8
carbondale,-4.604014813
carbonic,-5.616793878
carboniferous,0.036443116
carbonization,17.93654569
carbonize,-5.647784435
carbonized,0.780992481
carbonizing,-10.93497492
carbonless,3.079086279
carbons,-3.14718712
carborundum,1.616064072
carboxyl,-4.396839273
carboy,1.090566114
carboys,1.985514723
carbuncle,13.8663105
carbuncles,-0.021556777
carburetor,-2.61649943
carburetors,0.241799993
carburization,12.8
carburized,12.8
carburizing,7.730651872
carcase,12.08061268
carcases,-1.634640159
carcass,-0.572300357
carcasses,-0.630309104
carcinogen,-8.130386551
carcinogenesis,16.68233509
carcinogenic,-6.761961217
carcinogenicity,-6.656017462
carcinogens,-5.141880063
carcinoma,-3.592291569
carcinomas,17.39780925
card,-1.281101017
cardamom,3.361972897
cardamoms,12.8
cardamon,5.455672924
cardboard,-7.091715074
carded,0.887456604
carder,0.806497483
carders,0.408643815
cardholder,-3.893798386
cardholders,4.58381891
cardia,9.083023736
cardiac,0.144175866
cardiacs,13.05608691
cardigan,1.394700726
cardigans,2.130890407
cardinal,-0.559060778
cardinalate,-8.409909894
cardinalities,1.457410641
cardinality,-3.541589932
cardinally,-10.80920972
cardinals,0.98600958
carding,9.906844187
cardings,12.8
cardiogram,0.839250111
cardiograph,2.256584678
cardiographic,-12.8
cardioid,5.495651448
cardioids,7.533348204
cardiologic,12.8
cardiological,-8.06590605
cardiologist,0.525952678
cardiologists,4.424621006
cardiology,2.575355055
cardiopulmonary,0.815826558
cardioscope,-4.79757608
cardiovascular,0.60998597
cardoon,11.31708658
cardoons,-7.374791194
cardroom,13.40833888
cards,0.010389165
cardsharp,2.08365346
cardsharper,7.186215288
cardsharps,12.04839625
care,-1.652133819
cared,-1.954612175
careen,0.87735338
careened,-2.989900151
careener,12.8
careening,1.760800855
careens,0.497495451
career,0.577357266
careered,14.6250687
careering,3.748105185
careers,0.192159667
carefree,6.409588997
careful,-0.100967125
carefuller,12.8
carefully,0.045835221
carefulness,0.246232006
careless,-1.160781384
carelessly,-4.104552765
carelessness,-1.073456177
carer,0.529673062
carers,2.805295613
cares,-1.005041995
caress,1.294097368
caressed,4.767358573
caresser,16.14157148
caresses,6.818837672
caressing,2.782882009
caret,-3.966071096
caretaker,1.906160106
caretakers,2.813695875
caretaking,6.00434828
carets,11.37646238
careworn,0.479408244
carfare,-9.700332711
carful,-0.452184226
cargo,1.984072664
cargoes,2.710413806
cargos,4.225585717
carhop,1.381611664
carhops,11.0348216
caribbean,1.769293112
caribes,7.617219536
caribou,1.302410924
caribous,4.471451676
caricature,-3.626915305
caricatured,-1.396537178
caricatures,-6.203454664
caricaturing,-2.442209223
caricaturist,2.591479645
caricaturists,7.338138368
caries,1.605111723
carillon,5.540903484
carillonneur,-10.87264763
carillonneurs,-9.627167015
carillons,-4.882272872
carina,11.11553872
carinae,2.127998631
carinas,12.8
caring,0.014892547
carioca,8.917561519
cariocas,7.453516533
cariole,6.4
carious,-2.70578701
carl,2.09727109
carless,2.589704654
carlo,2.367512225
carload,-0.391883344
carloads,-2.548455979
carlot,12.8
carmaker,-6.747392869
carmakers,12.66543518
carman,3.051716603
carmen,2.775233404
carminative,8.455430126
carminatives,12.8
carmine,1.011538487
carmines,10.76955156
carnage,0.267478032
carnages,7.862517608
carnal,0.745772617
carnalities,12.8
carnality,0.229061071
carnally,8.214143333
carnation,-0.078281367
carnations,15.96598157
carnauba,0.958843202
carnaubas,12.8
carne,5.18272588
carnegie,2.461134371
carnelian,-1.963761471
carnelians,-1.617956014
carney,2.899326944
carneys,6.257270715
carnie,0.088744706
carnies,1.678304573
carnival,1.508052706
carnivals,0.853158292
carnivore,-0.018422602
carnivores,-0.096659718
carnivorous,0.375063725
carnivorously,2.181674376
carnivorousness,-3.032392452
carny,0.264775136
carob,-3.477961811
carobs,12.8
carol,1.939807974
caroled,-5.071049194
caroler,2.457492782
carolers,5.786233354
carolina,2.422323096
carolinas,1.279120158
caroling,8.582374707
carolinian,1.263273297
carolinians,-1.045803391
carolled,13.18830356
caroller,-8.857561697
carollers,0.405838081
carolling,6.7225735
carols,4.272815126
carolyn,2.555897491
carom,2.185735861
caromed,0.38841311
caroming,10.66934158
caroms,-5.69464209
carotene,-1.266145429
carotenes,-8.410660286
carotid,-0.189138252
carotids,7.494278697
carotin,11.15294529
carousal,-0.760677122
carousals,12.8
carouse,4.722983444
caroused,1.629480734
carousel,1.210059555
carousels,5.409733532
carouser,3.902965295
carousers,-2.2484254
carouses,4.45914409
carousing,1.034993308
carp,0.588378343
carpal,0.498754337
carpals,-2.166646357
carpe,4.99527755
carped,6.190768306
carpel,0.900399905
carpels,-5.651584269
carpenter,0.314339673
carpenters,1.486317845
carpentry,-0.155015171
carper,0.850526002
carpers,9.731601382
carpet,-0.310306508
carpetbag,15.23441843
carpetbagger,-0.577437147
carpetbaggers,1.486696089
carpetbaggery,6.4
carpetbagging,-5.753374092
carpetbags,12.48932606
carpeted,-0.247748515
carpeting,-0.122563936
carpets,0.367102927
carpi,1.318159234
carping,0.977825941
carpings,10.33606745
carport,0.748277574
carports,6.466532595
carps,0.736341978
carpus,12.48932606
carracks,7.906458569
carrageen,2.256584678
carrageenan,-8.245655653
carrel,0.352164378
carrell,-2.53159369
carrells,-9.152393322
carrels,-2.869748075
carriage,-0.021779493
carriages,2.509248997
carriageway,13.08729726
carried,0.526890189
carrier,-0.062278592
carriers,0.042189467
carries,3.251415242
carrion,0.522326387
carrions,13.89724529
carroll,3.310531257
carrom,-3.006750488
carroms,-1.490764859
carrot,0.017997386
carrots,-0.026016543
carroty,4.030062666
carrousel,5.25587897
carrousels,6.4
carry,0.323185981
carryall,6.983802097
carryalls,-2.744672569
carrying,0.277693848
carryings,-4.751255277
carryon,11.01728607
carryons,23.09945973
carryout,-2.564580538
carryouts,12.8
carryover,1.747191579
carryovers,-3.12979973
cars,-0.038956326
carsick,1.002650846
carsickness,4.94781104
carson,1.28712541
cart,-0.658151191
cartage,-4.409433467
cartages,-5.850584246
carte,-0.125569483
carted,-0.388833319
cartel,0.199079315
cartels,0.634407087
carter,0.278339385
carters,0.21429886
cartes,7.367141934
cartesian,0.187387455
cartilage,-0.382410018
cartilages,-1.587448493
cartilaginous,17.19401284
carting,0.279196743
cartload,-1.194313362
cartloads,0.148756476
cartographer,2.134915495
cartographers,1.782565021
cartographic,-0.082825784
cartographies,22.81763919
cartography,2.184230355
cartomancy,-0.495236073
carton,0.086509287
cartoned,-4.746362372
cartons,-1.446606143
cartoon,-0.815627867
cartooned,0.722486281
cartooning,1.276187263
cartoonist,0.716006564
cartoonists,0.778949477
cartoons,-0.013793783
cartop,0.4951344
cartridge,-5.220461856
cartridges,-5.292890484
carts,-0.017266699
cartwheel,1.633260025
cartwheels,-0.364941174
carve,1.150504989
carved,1.514182391
carven,3.628370008
carver,1.893207713
carvers,1.031530455
carves,6.634518957
carving,0.624373761
carvings,0.330081588
carwash,-0.972755943
carwashes,3.698556935
caryatid,4.786660522
caryatides,12.8
caryatids,9.511905026
casa,4.257484449
casaba,1.435652087
casabas,12.8
casablanca,2.884078796
casanova,2.350517629
casas,0.404115054
casava,-12.15685512
casbah,1.22777361
cascabel,22.27087426
cascade,-0.022455184
cascaded,4.826414488
cascades,3.1752999
cascading,4.656289418
cascara,-5.575648657
case,-0.242028939
casebook,-2.565349217
casebooks,-2.727143481
cased,0.167550543
casehardened,6.754900657
casein,-1.695175072
caseins,0.740186583
caseload,7.138583378
caseloads,-3.612767534
casement,1.142997984
casements,4.238933152
cases,-0.052556395
casette,0.345900333
casettes,0.378785616
casework,4.79255006
caseworker,1.49983521
caseworkers,21.51989083
caseworks,12.8
cash,-2.295001755
cashable,-11.99719454
cashbook,0
cashbooks,12.8
cashbox,2.997572775
cashed,-6.251397652
casher,-0.394705399
cashers,21.0425709
cashes,-8.730189329
cashew,0.9079936
cashews,-0.068848841
cashier,-0.133267296
cashiered,2.363541198
cashiering,9.470301522
cashiers,1.218865521
cashing,-8.029060025
cashless,2.783085709
cashmere,-1.661500758
cashmeres,7.338138368
casing,-2.345417845
casings,-0.875152549
casino,0.597440101
casinos,0.204651923
cask,6.269583457
casked,7.053435472
casket,0.113400137
casketed,-5.139760475
casketing,2.899830121
caskets,2.322061041
casking,12.8
casks,7.422673868
casper,-0.242842077
caspian,6.056363187
casque,3.801525959
casqued,11.15294529
casques,12.8
cassandra,2.288605347
cassandras,2.433769944
cassava,5.667812686
casserole,0.467532641
casseroles,2.667361801
cassette,0.773800284
cassettes,-0.025454401
cassia,-9.476455093
cassias,11.15294529
cassino,1.579801182
cassinos,4.568637391
cassis,4.179884579
cassiterite,6.4
cassock,-4.402676172
cassocks,-0.661366352
cassowaries,2.996200672
cassowary,19.24250135
cast,0.745788965
castanet,-1.663232293
castanets,4.958022203
castaway,0.827780226
castaways,3.363285432
caste,3.16031932
casted,0.307919027
casteism,-3.008740504
casteless,18.69699967
castellan,1.797999499
castellans,-12.25611412
castellated,13.70308657
caster,0.075295115
casters,-0.321404345
castes,5.511701104
castigate,-0.616579262
castigated,0.284541552
castigates,-4.065382947
castigating,-5.84690325
castigation,2.255093864
castigations,-1.821073921
castigator,4.568637391
castigators,6.4
castile,3.560662002
casting,-0.117767824
castings,-0.418471712
castle,1.746409857
castled,9.106749023
castles,2.578273984
castling,8.646505393
castoff,-1.015953247
castoffs,0.108746448
castor,3.988810165
castors,0.487377667
castrate,-3.537622251
castrated,-4.78952798
castrates,-9.191067494
castrati,5.741657539
castrating,-2.396977619
castration,-1.92122514
castrations,-2.182320973
castrato,0.484415619
castrator,-2.724510703
castrators,-4.850326364
castro,-0.346780864
casts,0.404073686
casual,2.382387725
casually,0.014493139
casualness,0.738069549
casuals,4.542738881
casualties,0.10962297
casualty,0.01760152
casuist,12.8
casuistic,1.266379945
casuistical,-3.366286866
casuistries,6.4
casuistry,-7.227248969
casuists,9.000092294
casus,-0.094922989
cat,0.005730824
catabolic,-0.432493896
catabolism,0.998879347
catabolize,-7.443138144
catabolized,6.4
catabolizing,4.568637391
cataclysm,0.107126704
cataclysmal,22.81763919
cataclysmic,2.280831809
cataclysms,1.984788058
catacomb,0.885584112
catacombs,0.526455388
catafalque,-5.373911439
catafalques,6.4
catagories,0.351721172
catalepsy,3.843484202
cataleptic,4.579682088
catalog,0.032913147
cataloged,2.731508562
cataloger,-4.057399497
catalogers,-5.064543378
cataloging,-0.186404497
catalogs,0.66384839
catalogue,0.947132854
catalogued,-0.005453892
cataloguer,21.26839813
catalogues,1.844643451
cataloguing,2.49723777
catalpa,8.062053926
catalyses,15.48427708
catalysis,1.383268285
catalyst,4.568399697
catalysts,3.218784141
catalytic,0.851187207
catalytically,12.8
catalyze,3.315983398
catalyzed,1.974345786
catalyzer,-2.104776771
catalyzes,11.04411745
catalyzing,7.162642505
catamaran,0.436966114
catamarans,0.035205228
catamite,-1.631204086
catamites,-2.861712172
catamount,2.161349561
catamounts,9.605100784
catapult,0.460501485
catapulted,4.70363917
catapulting,9.138800786
catapults,2.342821089
cataract,0.089915673
cataracts,-0.209680563
catarrh,10.5184289
catarrhal,21.0425709
catastrophe,-0.103962424
catastrophes,0.104518743
catastrophic,-0.191940935
catastrophical,9.166386258
catastrophically,-1.648299539
catatonia,-0.778314102
catatonias,8.455430126
catatonic,-1.719165922
catatonics,-7.015278369
catawba,9.105263918
catawbas,15.36686896
catbird,-0.88816691
catbirds,3.404531377
catboat,24.54384924
catboats,3.560537054
catcall,-1.86394247
catcalled,-3.062867863
catcalling,-7.181212622
catcalls,-1.222715015
catch,0.515178635
catchall,0.354258362
catcher,-0.004816956
catchers,0.061816076
catches,1.588626603
catchier,5.428706446
catchiest,12.55077557
catching,0.752643523
catchment,4.19741486
catchments,-5.174821879
catchpenny,-4.20530002
catchup,5.851067934
catchups,12.8
catchword,3.941434981
catchwords,-0.092920003
catchy,4.30048323
catechism,-1.095270689
catechisms,0.363020075
catechist,3.355256485
catechists,4.148246065
catechize,9.172998418
catechized,1.068231328
catechizes,21.0425709
catechizing,9.477466755
catechumen,-7.999540263
catechumens,11.72584158
categoric,3.506540185
categorical,-0.529830939
categorically,-2.2229927
categoricalness,11.15294529
categories,0.255402922
categorization,6.166615973
categorizations,0.030444385
categorize,3.288035924
categorized,0.082363175
categorizer,8.950982191
categorizers,14.86140859
categorizes,0.299541334
categorizing,0.465379239
category,-0.142852228
catenaries,12.8
catenary,18.94698134
cater,-1.057355264
catered,-0.398528864
caterer,0.244408693
caterers,-0.437219753
cateress,-12.8
catering,-0.878355295
caterpillar,2.676832371
caterpillars,2.597521909
caters,-0.413263127
caterwaul,-1.98981721
caterwauled,0.281542437
caterwauling,-5.825064005
caterwauls,-5.960753716
cates,3.393780086
catfish,2.039881639
catfishes,-1.973376899
catgut,-5.560835228
catharine,-7.533779796
catharses,6.272668968
catharsis,0.40080687
cathartic,1.219825364
cathartically,18.62642835
cathartics,-5.567218672
cathect,-3.601003732
cathects,12.8
cathedra,-6.307165756
cathedral,3.261232498
cathedrals,2.18362467
catherine,1.065851522
catheter,1.693293607
catheterize,8.616916223
catheterized,11.37646238
catheters,-0.980043183
cathexes,10.58578512
cathexis,12.01252182
cathode,0.053232401
cathodes,5.579079549
cathodic,-4.874677177
catholic,-0.607843946
catholically,6.574984292
catholicism,-0.99477312
catholicity,3.392326494
catholics,-1.734256604
cathouse,-1.205414935
cathouses,2.337457655
cathy,3.484111804
cation,1.029834724
cations,-1.87219814
catkin,7.116913486
catkins,5.225029805
catlike,-1.042042974
catling,6.904751983
catmint,12.8
catnap,-3.298665848
catnapped,6.057472284
catnapping,1.892127288
catnaps,4.528785824
catnip,-0.170469207
catnips,1.040753059
cats,0.015362583
catskill,1.626360949
catspaw,7.636440536
catspaws,17.93654569
catsup,-1.64031023
catsups,6.4
cattail,2.9720713
cattails,14.59083394
catted,-4.730685437
cattier,2.851431761
catties,14.86140859
cattiest,-1.608269991
cattily,-3.590303893
cattiness,-0.073098287
catting,-2.168575996
cattish,-18.26068836
cattle,1.753206459
cattleman,9.132923297
cattlemen,8.443341299
catty,-3.219585409
catwalk,-1.278021992
catwalks,-0.20392928
caucasian,-1.529700558
caucasians,-1.113843053
caucasoid,-4.691217199
caucasoids,-6.725616811
caucasus,1.05651552
caucus,4.503198874
caucused,10.33606745
caucuses,5.280330578
caucusing,12.8
caudal,5.616880175
caudally,12.8
caudate,-6.644253338
caudillo,5.697025937
caudillos,1.865942252
caught,0.526240078
caul,8.269960306
cauldron,0.698332031
cauldrons,4.126410081
cauliflower,0.691637077
cauliflowers,-1.641667602
caulk,-1.614597372
caulked,-1.871010898
caulker,-1.97967427
caulkers,12.8
caulking,-0.930340338
caulks,0.467554604
cauls,12.55605456
causal,-0.087341273
causalities,0.77346913
causality,-0.203309253
causally,-0.329678504
causals,-6.04689272
causation,-1.897868606
causative,-0.097585039
cause,-0.217833198
caused,-0.564549282
causeless,6.345971014
causelessly,-2.032637883
causer,-9.131311713
causerie,12.8
causeries,-11.62124791
causers,-4.649795804
causes,-0.075893768
causeway,5.69168487
causeways,3.734546874
causing,-1.135496747
caustic,0.65137511
caustically,-0.564207778
causticity,2.414516726
caustics,4.625413051
cauterization,1.928655528
cauterize,-1.032085902
cauterized,0.180682173
cauterizes,3.873815261
cauterizing,2.926769565
cautery,4.835795412
caution,-0.073591309
cautionary,2.17852599
cautioned,0.087069349
cautioning,-0.696729593
cautions,3.190988306
cautious,-0.151341162
cautiously,0.081552412
cautiousness,6.413627077
cavalcade,0.052856652
cavalcades,-1.794390018
cavalier,-0.223433013
cavalierly,-2.595813676
cavalierness,-1.933862411
cavaliers,3.766927789
cavalries,-4.935662868
cavalry,0.359181031
cavalryman,2.661202965
cavalrymen,0.322955777
cave,0.052991107
caveat,-0.547690764
caveated,12.8
caveats,4.832477393
caved,-0.906072688
caveman,-2.275622778
cavemen,-2.980340687
caver,-0.048710987
cavern,0.739265268
caverned,-11.99719454
cavernous,1.458278117
cavernously,-1.885389537
caverns,1.983902373
cavers,-0.281619245
caves,0.492016998
caviar,-0.021917751
caviare,6.888098326
caviars,-3.168114426
cavie,17.54701445
cavies,-8.303274671
cavil,1.994222147
caviled,-3.398583843
caviler,-2.455375664
cavilers,-6.4
caviling,3.458842711
cavilled,0.471087278
caviller,12.8
cavillers,22.81763919
cavilling,-2.952291877
cavils,4.948838946
caving,-0.530390245
cavitate,-0.543041766
cavitated,-21.64086079
cavitates,-18.86594843
cavitation,0.831392339
cavitations,1.321232424
cavities,-0.251693331
cavity,-0.466091731
cavort,-1.039005022
cavorted,-3.838082048
cavorter,12.8
cavorting,-0.869643055
cavorts,1.416776825
cavy,-1.758178078
caw,-0.00359197
cawed,-5.001076239
cawing,-0.083382113
caws,3.4622562
cay,3.042525554
cayenne,0.330942908
cayenned,12.8
cayennes,-8.617770828
cayman,0.150913582
caymans,0.349238961
cays,-5.251020702
cayugas,12.8
cayuse,18.31388625
cayuses,12.8
cc,-0.246921276
cd,0.893853494
cease,0.15800627
ceased,-1.286967074
ceaseless,0.09858167
ceaselessly,1.267669703
ceaselessness,-8.699365459
ceases,1.998629439
ceasing,0.751332814
ceca,-5.903463609
cecal,-10.12052435
cecil,2.232473962
cecropia,7.932807395
cecum,-4.776604457
cedar,1.096084629
cedars,-0.561113125
cedarwood,5.559400209
cede,0.147056905
ceded,1.593249175
ceder,4.839032502
ceders,-4.019020406
cedes,1.391131978
cedilla,-8.462607045
ceding,2.608081892
cees,3.763240202
ceil,-2.808758545
ceiled,6.4
ceiler,12.8
ceiling,0.065504018
ceilings,0.414709107
ceils,12.8
ceinture,7.705071229
celadon,0.780136169
celadons,12.8
celandine,-5.612180486
celeb,-0.975332546
celebrant,0.057293256
celebrants,-0.169858837
celebrate,1.094703239
celebrated,1.146111806
celebrates,4.481776149
celebrating,0.817180801
celebration,2.910844831
celebrations,3.0122477
celebrator,12.04207266
celebrators,4.285652665
celebre,1.471727828
celebres,-2.930096251
celebrities,-0.113387544
celebrity,-0.04687803
celebs,-1.070357406
celeriac,0.949211491
celeries,11.15294529
celerities,12.8
celerity,-3.041845078
celery,0.034179444
celesta,8.924931712
celestas,12.8
celeste,2.030385046
celestes,-4.564466744
celestial,1.052384268
celestially,7.021527218
celiac,0.138005173
celibacy,-1.31521942
celibate,-0.52922844
celibates,-2.536832
cell,-0.132488607
cellar,0.345091363
cellarage,12.8
cellared,-6.169752223
cellarer,5.456397163
cellarers,6.4
cellaring,6.237699667
cellars,1.318618622
cellblock,-1.962745021
cellblocks,-3.601003732
celled,-1.809398348
celli,9.414036909
celling,-2.241743631
cellist,3.98562488
cellists,2.213737331
cello,6.369552879
cellophane,-1.893724151
cellos,7.171131673
cells,-1.065673896
cellular,-0.954914541
cellulitis,5.88943452
celluloid,-5.239999003
cellulose,-2.934418504
cellulosic,-5.827615999
celsius,-0.455032057
celt,0.486151723
celtic,1.358126553
celts,-0.363778499
cembali,6.4
cembalo,3.681229511
cembalos,6.4
cement,0.004934536
cementation,12.8
cemented,5.077781352
cementer,12.8
cementing,4.958067002
cements,8.564900658
cemetaries,4.973132602
cemetary,0.135049165
cemeteries,0.189666566
cemetery,0.09842037
cenacle,2.889455966
cenacles,15.89601272
cenobite,-0.843543019
cenobites,0.254282254
cenobitic,2.62648236
cenobitical,12.8
cenotaph,8.234874876
cenotaphs,12.8
cenozoic,14.05527678
cense,-1.687472667
censed,12.8
censer,-2.773401014
censers,18.53446004
censes,-9.946882773
censing,-4.6693881
censor,-0.515494636
censorable,18.99714228
censored,-1.364353213
censorial,6.272262569
censoring,-0.610449121
censorious,2.52151389
censoriously,-4.396839273
censoriousness,-2.553193332
censors,0.247678022
censorship,0.050286718
censurable,-4.290933526
censure,-0.312225305
censured,-2.544592712
censurer,-10.12052435
censures,-1.308790561
censuring,3.031915906
census,-0.525426106
censuses,1.108856663
censusing,12.5198334
cent,-4.135858017
centaur,0.059723469
centaurs,3.943090361
centaury,7.092429152
centavo,-2.385172631
centavos,23.00869369
centenarian,6.995373308
centenarians,-0.108841517
centenaries,12.8
centenary,4.802375038
centennial,3.149511612
centennials,14.26800852
center,-0.022299258
center's,-0.308143877
centerboard,-2.47341472
centerboards,6.4
centered,-0.432698013
centeredly,-14.03774598
centeredness,-0.553574057
centerfold,0.652117483
centerfolds,0.341308938
centering,1.282517175
centerline,-0.319651962
centerpiece,5.636332578
